project,url,label,activity,comments,prs,commits,issues,authors
Codeception,"",2016-03,430,257,44,73,56,19
Codeception,"",2016-04,482,285,56,74,67,22
Codeception,"",2016-05,468,316,36,63,53,24
Codeception,"",2016-06,682,437,69,92,84,24
Codeception,"",2016-07,396,235,44,67,50,24
Codeception,"",2016-08,361,245,37,33,46,24
Codeception,"",2016-09,438,304,45,42,47,24
Codeception,"",2016-10,424,279,48,52,45,26
Codeception,"",2016-11,628,445,69,52,62,26
Codeception,"",2016-12,560,312,62,112,74,32
Codeception,"",2017-01,373,228,37,55,53,32
Codeception,"",2017-02,456,304,45,48,59,32
Codeception,"",2017-03,273,186,25,35,27,32
pantheon-systems,"",2016-01,438,121,62,225,30,15
pantheon-systems,"",2016-02,553,170,86,272,25,30
pantheon-systems,"",2016-03,485,135,54,266,30,30
pantheon-systems,"",2016-04,376,82,59,207,28,30
pantheon-systems,"",2016-05,206,69,39,80,18,30
pantheon-systems,"",2016-06,412,154,55,177,26,30
pantheon-systems,"",2016-07,314,103,39,149,23,30
pantheon-systems,"",2016-08,336,109,49,146,32,30
pantheon-systems,"",2016-09,1140,371,131,609,29,31
pantheon-systems,"",2016-10,665,139,93,404,29,32
pantheon-systems,"",2016-11,483,125,88,245,25,32
pantheon-systems,"",2016-12,237,36,37,149,15,32
pantheon-systems,"",2017-01,323,90,63,137,33,32
pantheon-systems,"",2017-02,263,76,38,131,18,32
pantheon-systems,"",2017-03,426,110,61,211,44,33
codecombat,"",2016-01,385,126,55,173,31,29
codecombat,"",2016-02,454,158,47,227,22,29
codecombat,"",2016-03,541,141,60,312,28,29
codecombat,"",2016-04,486,108,51,310,17,29
codecombat,"",2016-05,857,354,86,382,35,48
codecombat,"",2016-06,511,129,54,306,22,48
codecombat,"",2016-07,360,49,21,272,18,48
codecombat,"",2016-08,533,96,67,346,24,48
codecombat,"",2016-09,415,72,36,283,24,48
codecombat,"",2016-10,424,82,39,279,24,48
codecombat,"",2016-11,392,49,30,291,22,48
codecombat,"",2016-12,306,66,31,187,22,48
codecombat,"",2017-01,256,61,29,154,12,48
codecombat,"",2017-02,281,41,38,190,12,48
codecombat,"",2017-03,318,48,43,213,14,48
Leaflet,"",2016-01,379,275,26,39,39,19
Leaflet,"",2016-02,537,354,49,70,64,19
Leaflet,"",2016-03,362,239,34,49,40,19
Leaflet,"",2016-04,799,478,100,154,67,21
Leaflet,"",2016-05,473,320,40,61,52,25
Leaflet,"",2016-06,466,312,45,64,45,25
Leaflet,"",2016-07,403,235,40,81,47,25
Leaflet,"",2016-08,500,338,34,66,62,25
Leaflet,"",2016-09,479,311,51,56,61,25
Leaflet,"",2016-10,405,262,32,66,45,25
Leaflet,"",2016-11,390,248,33,56,53,25
Leaflet,"",2016-12,285,183,27,30,45,25
Leaflet,"",2017-01,333,213,30,50,40,25
Leaflet,"",2017-02,333,213,30,50,40,25
Leaflet,"",2017-03,325,229,21,26,49,25
fpco,"",2016-01,750,415,66,213,56,51
fpco,"",2016-02,348,168,27,122,31,51
fpco,"",2016-03,368,184,46,108,30,51
fpco,"",2016-04,326,156,41,100,29,51
fpco,"",2016-05,526,239,100,149,38,51
fpco,"",2016-06,531,215,105,183,28,66
fpco,"",2016-07,436,179,73,169,15,66
fpco,"",2016-08,429,197,59,151,22,66
fpco,"",2016-09,378,159,79,114,26,66
fpco,"",2016-10,396,168,62,142,24,66
fpco,"",2016-11,312,129,48,119,16,66
fpco,"",2016-12,416,202,48,141,25,66
fpco,"",2017-01,449,221,41,151,36,66
fpco,"",2017-02,437,202,61,146,28,66
fpco,"",2017-03,351,142,64,126,19,66
magefree,"",2016-01,413,158,41,179,35,12
magefree,"",2016-02,332,127,40,133,32,15
magefree,"",2016-03,672,249,96,233,94,19
magefree,"",2016-04,598,245,91,171,91,19
magefree,"",2016-05,203,67,25,80,31,19
magefree,"",2016-06,223,72,30,82,39,19
magefree,"",2016-07,584,289,26,199,70,19
magefree,"",2016-08,276,111,18,84,63,19
magefree,"",2016-09,713,256,109,265,83,23
magefree,"",2016-10,477,145,75,196,61,23
magefree,"",2016-11,336,87,68,145,36,23
magefree,"",2016-12,348,134,56,126,32,23
magefree,"",2017-01,351,88,44,180,39,23
magefree,"",2017-02,291,136,44,77,34,23
magefree,"",2017-03,592,280,85,171,56,23
DarkstarProject,"",2016-01,776,429,53,172,122,16
DarkstarProject,"",2016-02,653,420,40,98,95,16
DarkstarProject,"",2016-03,657,394,58,140,65,21
DarkstarProject,"",2016-04,692,414,114,121,43,21
DarkstarProject,"",2016-05,505,313,67,99,26,22
DarkstarProject,"",2016-06,191,104,36,35,16,22
DarkstarProject,"",2016-07,275,186,35,40,14,22
DarkstarProject,"",2016-08,276,187,27,44,18,22
DarkstarProject,"",2016-09,236,122,32,63,19,22
DarkstarProject,"",2016-10,375,203,46,107,19,22
DarkstarProject,"",2016-11,246,146,30,47,23,22
DarkstarProject,"",2016-12,204,120,31,33,20,22
DarkstarProject,"",2017-01,374,227,46,77,24,22
DarkstarProject,"",2017-02,385,218,52,92,23,22
DarkstarProject,"",2017-03,329,186,44,65,34,22
pantsbuild,"",2016-01,461,263,88,82,28,19
pantsbuild,"",2016-02,374,147,97,101,29,21
pantsbuild,"",2016-03,425,177,100,99,49,21
pantsbuild,"",2016-04,649,332,138,127,52,21
pantsbuild,"",2016-05,706,336,129,138,103,25
pantsbuild,"",2016-06,269,114,59,66,30,25
pantsbuild,"",2016-07,378,182,76,69,51,25
pantsbuild,"",2016-08,231,95,56,47,33,25
pantsbuild,"",2016-09,234,82,64,59,29,25
pantsbuild,"",2016-10,318,158,57,64,39,25
pantsbuild,"",2016-11,317,153,65,71,28,25
pantsbuild,"",2016-12,178,83,39,42,14,25
pantsbuild,"",2017-01,260,156,42,32,30,25
pantsbuild,"",2017-02,219,99,45,52,23,25
pantsbuild,"",2017-03,327,129,73,86,39,25
